split,label,core,sec,path
train,fake,df10_fake.jpg,,data/train/fake/df10_fake.jpg
train,fake,df11_fake.jpg,,data/train/fake/df11_fake.jpg
train,fake,outside_talking_still_laughing,22,data/train/fake/outside_talking_still_laughing__t0022__fake.jpg
train,fake,talking_against_wall,9,data/train/fake/talking_against_wall__t0009__fake.jpg
train,fake,talking_angry_couch,46,data/train/fake/talking_angry_couch__t0046__fake.jpg
train,fake,kitchen_pan,17,data/train/fake/kitchen_pan__t0017__fake.jpg
train,fake,outside_talking_pan_laughing,15,data/train/fake/outside_talking_pan_laughing__t0015__fake.jpg
train,fake,walking_and_outside_surprised,14,data/train/fake/walking_and_outside_surprised__t0014__fake.jpg
train,fake,podium_speech_happy,6,data/train/fake/podium_speech_happy__t0006__fake.jpg
train,fake,talking_angry_couch,28,data/train/fake/talking_angry_couch__t0028__fake.jpg
train,fake,podium_speech_happy,12,data/train/fake/podium_speech_happy__t0012__fake.jpg
train,fake,df33_fake.jpg,,data/train/fake/df33_fake.jpg
train,fake,outside_talking_pan_laughing,1,data/train/fake/outside_talking_pan_laughing__t0001__fake.jpg
train,fake,df32_fake.jpg,,data/train/fake/df32_fake.jpg
train,fake,kitchen_pan,3,data/train/fake/kitchen_pan__t0003__fake.jpg
train,fake,talking_angry_couch,52,data/train/fake/talking_angry_couch__t0052__fake.jpg
train,fake,outside_talking_still_laughing,8,data/train/fake/outside_talking_still_laughing__t0008__fake.jpg
train,fake,talking_angry_couch,9,data/train/fake/talking_angry_couch__t0009__fake.jpg
train,fake,podium_speech_happy,33,data/train/fake/podium_speech_happy__t0033__fake.jpg
train,fake,walking_and_outside_surprised,21,data/train/fake/walking_and_outside_surprised__t0021__fake.jpg
train,fake,kitchen_pan,22,data/train/fake/kitchen_pan__t0022__fake.jpg
train,fake,df44_fake.jpg,,data/train/fake/df44_fake.jpg
train,fake,outside_talking_pan_laughing,20,data/train/fake/outside_talking_pan_laughing__t0020__fake.jpg
train,fake,df45_fake.jpg,,data/train/fake/df45_fake.jpg
train,fake,talking_against_wall,28,data/train/fake/talking_against_wall__t0028__fake.jpg
train,fake,walking_and_outside_surprised,35,data/train/fake/walking_and_outside_surprised__t0035__fake.jpg
train,fake,walking_outside_cafe_disgusted,2,data/train/fake/walking_outside_cafe_disgusted__t0002__fake.jpg
train,fake,podium_speech_happy,27,data/train/fake/podium_speech_happy__t0027__fake.jpg
train,fake,df39_fake.jpg,,data/train/fake/df39_fake.jpg
train,fake,df38_fake.jpg,,data/train/fake/df38_fake.jpg
train,fake,walking_down_indoor_hall_disgust,17,data/train/fake/walking_down_indoor_hall_disgust__t0017__fake.jpg
train,fake,walking_and_outside_surprised,19,data/train/fake/walking_and_outside_surprised__t0019__fake.jpg
train,fake,outside_talking_pan_laughing,18,data/train/fake/outside_talking_pan_laughing__t0018__fake.jpg
train,fake,walking_down_street_outside_angry,7,data/train/fake/walking_down_street_outside_angry__t0007__fake.jpg
train,fake,talking_against_wall,4,data/train/fake/talking_against_wall__t0004__fake.jpg
train,fake,hugging_happy,23,data/train/fake/hugging_happy__t0023__fake.jpg
train,fake,talking_angry_couch,31,data/train/fake/talking_angry_couch__t0031__fake.jpg
train,fake,talking_angry_couch,25,data/train/fake/talking_angry_couch__t0025__fake.jpg
train,fake,outside_talking_still_laughing,24,data/train/fake/outside_talking_still_laughing__t0024__fake.jpg
train,fake,df70_fake.jpg,,data/train/fake/df70_fake.jpg
train,fake,talking_against_wall,10,data/train/fake/talking_against_wall__t0010__fake.jpg
train,fake,walking_down_indoor_hall_disgust,3,data/train/fake/walking_down_indoor_hall_disgust__t0003__fake.jpg
train,fake,talking_angry_couch,4,data/train/fake/talking_angry_couch__t0004__fake.jpg
train,fake,outside_talking_still_laughing,5,data/train/fake/outside_talking_still_laughing__t0005__fake.jpg
train,fake,talking_against_wall,31,data/train/fake/talking_against_wall__t0031__fake.jpg
train,fake,hugging_happy,16,data/train/fake/hugging_happy__t0016__fake.jpg
train,fake,walking_down_indoor_hall_disgust,22,data/train/fake/walking_down_indoor_hall_disgust__t0022__fake.jpg
train,fake,walking_and_outside_surprised,38,data/train/fake/walking_and_outside_surprised__t0038__fake.jpg
train,fake,hugging_happy,2,data/train/fake/hugging_happy__t0002__fake.jpg
train,fake,talking_against_wall,25,data/train/fake/talking_against_wall__t0025__fake.jpg
train,fake,walking_and_outside_surprised,42,data/train/fake/walking_and_outside_surprised__t0042__fake.jpg
train,fake,outside_talking_still_laughing,11,data/train/fake/outside_talking_still_laughing__t0011__fake.jpg
train,fake,talking_angry_couch,10,data/train/fake/talking_angry_couch__t0010__fake.jpg
train,fake,podium_speech_happy,20,data/train/fake/podium_speech_happy__t0020__fake.jpg
train,fake,talking_angry_couch,60,data/train/fake/talking_angry_couch__t0060__fake.jpg
train,fake,hugging_happy,8,data/train/fake/hugging_happy__t0008__fake.jpg
train,fake,walking_and_outside_surprised,32,data/train/fake/walking_and_outside_surprised__t0032__fake.jpg
train,fake,walking_outside_cafe_disgusted,5,data/train/fake/walking_outside_cafe_disgusted__t0005__fake.jpg
train,fake,walking_outside_cafe_disgusted,11,data/train/fake/walking_outside_cafe_disgusted__t0011__fake.jpg
train,fake,walking_down_indoor_hall_disgust,28,data/train/fake/walking_down_indoor_hall_disgust__t0028__fake.jpg
train,fake,walking_and_outside_surprised,26,data/train/fake/walking_and_outside_surprised__t0026__fake.jpg
train,fake,kitchen_pan,25,data/train/fake/kitchen_pan__t0025__fake.jpg
train,fake,df34_fake.jpg,,data/train/fake/df34_fake.jpg
train,fake,outside_talking_pan_laughing,27,data/train/fake/outside_talking_pan_laughing__t0027__fake.jpg
train,fake,df35_fake.jpg,,data/train/fake/df35_fake.jpg
train,fake,podium_speech_happy,34,data/train/fake/podium_speech_happy__t0034__fake.jpg
train,fake,walking_and_outside_surprised,7,data/train/fake/walking_and_outside_surprised__t0007__fake.jpg
train,fake,walking_down_indoor_hall_disgust,9,data/train/fake/walking_down_indoor_hall_disgust__t0009__fake.jpg
train,fake,outside_talking_pan_laughing,6,data/train/fake/outside_talking_pan_laughing__t0006__fake.jpg
train,fake,df43_fake.jpg,,data/train/fake/df43_fake.jpg
train,fake,df42_fake.jpg,,data/train/fake/df42_fake.jpg
train,fake,kitchen_pan,4,data/train/fake/kitchen_pan__t0004__fake.jpg
train,fake,talking_angry_couch,55,data/train/fake/talking_angry_couch__t0055__fake.jpg
train,fake,podium_speech_happy,15,data/train/fake/podium_speech_happy__t0015__fake.jpg
train,fake,podium_speech_happy,1,data/train/fake/podium_speech_happy__t0001__fake.jpg
train,fake,hugging_happy,29,data/train/fake/hugging_happy__t0029__fake.jpg
train,fake,talking_angry_couch,41,data/train/fake/talking_angry_couch__t0041__fake.jpg
train,fake,kitchen_pan,10,data/train/fake/kitchen_pan__t0010__fake.jpg
train,fake,outside_talking_pan_laughing,12,data/train/fake/outside_talking_pan_laughing__t0012__fake.jpg
train,fake,walking_and_outside_surprised,13,data/train/fake/walking_and_outside_surprised__t0013__fake.jpg
train,fake,walking_and_outside_surprised,45,data/train/fake/walking_and_outside_surprised__t0045__fake.jpg
train,fake,outside_talking_still_laughing,16,data/train/fake/outside_talking_still_laughing__t0016__fake.jpg
train,fake,talking_angry_couch,17,data/train/fake/talking_angry_couch__t0017__fake.jpg
train,fake,walking_outside_cafe_disgusted,8,data/train/fake/walking_outside_cafe_disgusted__t0008__fake.jpg
train,fake,walking_down_indoor_hall_disgust,31,data/train/fake/walking_down_indoor_hall_disgust__t0031__fake.jpg
train,fake,hugging_happy,5,data/train/fake/hugging_happy__t0005__fake.jpg
train,fake,talking_against_wall,22,data/train/fake/talking_against_wall__t0022__fake.jpg
train,fake,talking_against_wall,36,data/train/fake/talking_against_wall__t0036__fake.jpg
train,fake,hugging_happy,11,data/train/fake/hugging_happy__t0011__fake.jpg
train,fake,kitchen_pan,28,data/train/fake/kitchen_pan__t0028__fake.jpg
train,fake,walking_down_indoor_hall_disgust,25,data/train/fake/walking_down_indoor_hall_disgust__t0025__fake.jpg
train,fake,talking_angry_couch,3,data/train/fake/talking_angry_couch__t0003__fake.jpg
train,fake,outside_talking_still_laughing,2,data/train/fake/outside_talking_still_laughing__t0002__fake.jpg
train,fake,hugging_happy,30,data/train/fake/hugging_happy__t0030__fake.jpg
train,fake,talking_angry_couch,58,data/train/fake/talking_angry_couch__t0058__fake.jpg
train,fake,talking_against_wall,17,data/train/fake/talking_against_wall__t0017__fake.jpg
train,fake,kitchen_pan,9,data/train/fake/kitchen_pan__t0009__fake.jpg
train,fake,walking_down_indoor_hall_disgust,4,data/train/fake/walking_down_indoor_hall_disgust__t0004__fake.jpg
train,fake,podium_speech_happy,18,data/train/fake/podium_speech_happy__t0018__fake.jpg
train,fake,talking_angry_couch,22,data/train/fake/talking_angry_couch__t0022__fake.jpg
train,fake,outside_talking_still_laughing,23,data/train/fake/outside_talking_still_laughing__t0023__fake.jpg
train,fake,talking_angry_couch,36,data/train/fake/talking_angry_couch__t0036__fake.jpg
train,fake,df49_fake.jpg,,data/train/fake/df49_fake.jpg
train,fake,df48_fake.jpg,,data/train/fake/df48_fake.jpg
train,fake,walking_down_indoor_hall_disgust,10,data/train/fake/walking_down_indoor_hall_disgust__t0010__fake.jpg
train,fake,talking_against_wall,3,data/train/fake/talking_against_wall__t0003__fake.jpg
train,fake,hugging_happy,24,data/train/fake/hugging_happy__t0024__fake.jpg
train,fake,podium_speech_happy,13,data/train/fake/podium_speech_happy__t0013__fake.jpg
train,fake,talking_angry_couch,29,data/train/fake/talking_angry_couch__t0029__fake.jpg
train,fake,walking_and_outside_surprised,1,data/train/fake/walking_and_outside_surprised__t0001__fake.jpg
train,fake,talking_angry_couch,53,data/train/fake/talking_angry_couch__t0053__fake.jpg
train,fake,df23_fake.jpg,,data/train/fake/df23_fake.jpg
train,fake,kitchen_pan,2,data/train/fake/kitchen_pan__t0002__fake.jpg
train,fake,df22_fake.jpg,,data/train/fake/df22_fake.jpg
train,fake,kitchen_pan,16,data/train/fake/kitchen_pan__t0016__fake.jpg
train,fake,outside_talking_pan_laughing,14,data/train/fake/outside_talking_pan_laughing__t0014__fake.jpg
train,fake,talking_against_wall,8,data/train/fake/talking_against_wall__t0008__fake.jpg
train,fake,talking_angry_couch,47,data/train/fake/talking_angry_couch__t0047__fake.jpg
train,fake,walking_and_outside_surprised,15,data/train/fake/walking_and_outside_surprised__t0015__fake.jpg
train,fake,podium_speech_happy,7,data/train/fake/podium_speech_happy__t0007__fake.jpg
train,fake,talking_against_wall,29,data/train/fake/talking_against_wall__t0029__fake.jpg
train,fake,walking_outside_cafe_disgusted,3,data/train/fake/walking_outside_cafe_disgusted__t0003__fake.jpg
train,fake,walking_and_outside_surprised,34,data/train/fake/walking_and_outside_surprised__t0034__fake.jpg
train,fake,podium_speech_happy,26,data/train/fake/podium_speech_happy__t0026__fake.jpg
train,fake,outside_talking_still_laughing,9,data/train/fake/outside_talking_still_laughing__t0009__fake.jpg
train,fake,podium_speech_happy,32,data/train/fake/podium_speech_happy__t0032__fake.jpg
train,fake,talking_angry_couch,8,data/train/fake/talking_angry_couch__t0008__fake.jpg
train,fake,walking_and_outside_surprised,20,data/train/fake/walking_and_outside_surprised__t0020__fake.jpg
train,fake,kitchen_pan,23,data/train/fake/kitchen_pan__t0023__fake.jpg
train,fake,df54_fake.jpg,,data/train/fake/df54_fake.jpg
train,fake,df55_fake.jpg,,data/train/fake/df55_fake.jpg
train,fake,outside_talking_pan_laughing,21,data/train/fake/outside_talking_pan_laughing__t0021__fake.jpg
train,fake,talking_angry_couch,24,data/train/fake/talking_angry_couch__t0024__fake.jpg
train,fake,df60_fake.jpg,,data/train/fake/df60_fake.jpg
train,fake,df61_fake.jpg,,data/train/fake/df61_fake.jpg
train,fake,outside_talking_still_laughing,25,data/train/fake/outside_talking_still_laughing__t0025__fake.jpg
train,fake,talking_against_wall,11,data/train/fake/talking_against_wall__t0011__fake.jpg
train,fake,walking_down_indoor_hall_disgust,2,data/train/fake/walking_down_indoor_hall_disgust__t0002__fake.jpg
train,fake,walking_down_indoor_hall_disgust,16,data/train/fake/walking_down_indoor_hall_disgust__t0016__fake.jpg
train,fake,walking_and_outside_surprised,18,data/train/fake/walking_and_outside_surprised__t0018__fake.jpg
train,fake,df29_fake.jpg,,data/train/fake/df29_fake.jpg
train,fake,df28_fake.jpg,,data/train/fake/df28_fake.jpg
train,fake,talking_against_wall,5,data/train/fake/talking_against_wall__t0005__fake.jpg
train,fake,hugging_happy,22,data/train/fake/hugging_happy__t0022__fake.jpg
train,fake,outside_talking_pan_laughing,19,data/train/fake/outside_talking_pan_laughing__t0019__fake.jpg
train,fake,walking_down_street_outside_angry,6,data/train/fake/walking_down_street_outside_angry__t0006__fake.jpg
train,fake,df7_fake.jpg,,data/train/fake/df7_fake.jpg
train,fake,df6_fake.jpg,,data/train/fake/df6_fake.jpg
train,fake,talking_angry_couch,30,data/train/fake/talking_angry_couch__t0030__fake.jpg
train,fake,walking_and_outside_surprised,39,data/train/fake/walking_and_outside_surprised__t0039__fake.jpg
train,fake,hugging_happy,3,data/train/fake/hugging_happy__t0003__fake.jpg
train,fake,talking_against_wall,24,data/train/fake/talking_against_wall__t0024__fake.jpg
train,fake,outside_talking_still_laughing,10,data/train/fake/outside_talking_still_laughing__t0010__fake.jpg
train,fake,walking_and_outside_surprised,43,data/train/fake/walking_and_outside_surprised__t0043__fake.jpg
train,fake,talking_angry_couch,11,data/train/fake/talking_angry_couch__t0011__fake.jpg
train,fake,talking_angry_couch,5,data/train/fake/talking_angry_couch__t0005__fake.jpg
train,fake,df17_fake.jpg,,data/train/fake/df17_fake.jpg
train,fake,df16_fake.jpg,,data/train/fake/df16_fake.jpg
train,fake,outside_talking_still_laughing,4,data/train/fake/outside_talking_still_laughing__t0004__fake.jpg
train,fake,talking_against_wall,30,data/train/fake/talking_against_wall__t0030__fake.jpg
train,fake,hugging_happy,17,data/train/fake/hugging_happy__t0017__fake.jpg
train,fake,walking_down_indoor_hall_disgust,23,data/train/fake/walking_down_indoor_hall_disgust__t0023__fake.jpg
train,fake,talking_angry_couch,38,data/train/fake/talking_angry_couch__t0038__fake.jpg
train,fake,podium_speech_happy,2,data/train/fake/podium_speech_happy__t0002__fake.jpg
train,fake,walking_and_outside_surprised,10,data/train/fake/walking_and_outside_surprised__t0010__fake.jpg
train,fake,kitchen_pan,13,data/train/fake/kitchen_pan__t0013__fake.jpg
train,fake,outside_talking_pan_laughing,11,data/train/fake/outside_talking_pan_laughing__t0011__fake.jpg
train,fake,talking_angry_couch,42,data/train/fake/talking_angry_couch__t0042__fake.jpg
train,fake,talking_angry_couch,56,data/train/fake/talking_angry_couch__t0056__fake.jpg
train,fake,talking_against_wall,19,data/train/fake/talking_against_wall__t0019__fake.jpg
train,fake,outside_talking_pan_laughing,5,data/train/fake/outside_talking_pan_laughing__t0005__fake.jpg
train,fake,kitchen_pan,7,data/train/fake/kitchen_pan__t0007__fake.jpg
train,fake,walking_and_outside_surprised,4,data/train/fake/walking_and_outside_surprised__t0004__fake.jpg
train,fake,podium_speech_happy,16,data/train/fake/podium_speech_happy__t0016__fake.jpg
train,fake,kitchen_pan,26,data/train/fake/kitchen_pan__t0026__fake.jpg
train,fake,outside_talking_pan_laughing,24,data/train/fake/outside_talking_pan_laughing__t0024__fake.jpg
train,fake,walking_and_outside_surprised,25,data/train/fake/walking_and_outside_surprised__t0025__fake.jpg
train,fake,walking_outside_cafe_disgusted,12,data/train/fake/walking_outside_cafe_disgusted__t0012__fake.jpg
train,fake,outside_talking_still_laughing,18,data/train/fake/outside_talking_still_laughing__t0018__fake.jpg
train,fake,talking_angry_couch,19,data/train/fake/talking_angry_couch__t0019__fake.jpg
train,fake,podium_speech_happy,23,data/train/fake/podium_speech_happy__t0023__fake.jpg
train,fake,walking_outside_cafe_disgusted,6,data/train/fake/walking_outside_cafe_disgusted__t0006__fake.jpg
train,fake,walking_and_outside_surprised,31,data/train/fake/walking_and_outside_surprised__t0031__fake.jpg
train,fake,talking_angry_couch,63,data/train/fake/talking_angry_couch__t0063__fake.jpg
train,fake,talking_angry_couch,35,data/train/fake/talking_angry_couch__t0035__fake.jpg
train,fake,hugging_happy,27,data/train/fake/hugging_happy__t0027__fake.jpg
train,fake,walking_down_street_outside_angry,3,data/train/fake/walking_down_street_outside_angry__t0003__fake.jpg
train,fake,walking_down_indoor_hall_disgust,13,data/train/fake/walking_down_indoor_hall_disgust__t0013__fake.jpg
train,fake,walking_and_outside_surprised,9,data/train/fake/walking_and_outside_surprised__t0009__fake.jpg
train,fake,walking_down_indoor_hall_disgust,7,data/train/fake/walking_down_indoor_hall_disgust__t0007__fake.jpg
train,fake,outside_talking_pan_laughing,8,data/train/fake/outside_talking_pan_laughing__t0008__fake.jpg
train,fake,talking_against_wall,14,data/train/fake/talking_against_wall__t0014__fake.jpg
train,fake,df30_fake.jpg,,data/train/fake/df30_fake.jpg
train,fake,df31_fake.jpg,,data/train/fake/df31_fake.jpg
train,fake,outside_talking_still_laughing,20,data/train/fake/outside_talking_still_laughing__t0020__fake.jpg
train,fake,talking_angry_couch,21,data/train/fake/talking_angry_couch__t0021__fake.jpg
train,fake,walking_down_indoor_hall_disgust,26,data/train/fake/walking_down_indoor_hall_disgust__t0026__fake.jpg
train,fake,walking_and_outside_surprised,28,data/train/fake/walking_and_outside_surprised__t0028__fake.jpg
train,fake,outside_talking_pan_laughing,29,data/train/fake/outside_talking_pan_laughing__t0029__fake.jpg
train,fake,talking_against_wall,35,data/train/fake/talking_against_wall__t0035__fake.jpg
train,fake,hugging_happy,12,data/train/fake/hugging_happy__t0012__fake.jpg
train,fake,df47_fake.jpg,,data/train/fake/df47_fake.jpg
train,fake,df46_fake.jpg,,data/train/fake/df46_fake.jpg
train,fake,outside_talking_still_laughing,1,data/train/fake/outside_talking_still_laughing__t0001__fake.jpg
train,fake,talking_angry_couch,14,data/train/fake/talking_angry_couch__t0014__fake.jpg
train,fake,outside_talking_still_laughing,15,data/train/fake/outside_talking_still_laughing__t0015__fake.jpg
train,fake,walking_and_outside_surprised,46,data/train/fake/walking_and_outside_surprised__t0046__fake.jpg
train,fake,hugging_happy,6,data/train/fake/hugging_happy__t0006__fake.jpg
train,fake,talking_against_wall,21,data/train/fake/talking_against_wall__t0021__fake.jpg
train,fake,walking_down_indoor_hall_disgust,32,data/train/fake/walking_down_indoor_hall_disgust__t0032__fake.jpg
train,fake,podium_speech_happy,31,data/train/fake/podium_speech_happy__t0031__fake.jpg
train,fake,kitchen_pan,20,data/train/fake/kitchen_pan__t0020__fake.jpg
train,fake,df64_fake.jpg,,data/train/fake/df64_fake.jpg
train,fake,outside_talking_pan_laughing,22,data/train/fake/outside_talking_pan_laughing__t0022__fake.jpg
train,fake,df65_fake.jpg,,data/train/fake/df65_fake.jpg
train,fake,hugging_happy,19,data/train/fake/hugging_happy__t0019__fake.jpg
train,fake,walking_outside_cafe_disgusted,14,data/train/fake/walking_outside_cafe_disgusted__t0014__fake.jpg
train,fake,walking_and_outside_surprised,23,data/train/fake/walking_and_outside_surprised__t0023__fake.jpg
train,fake,walking_and_outside_surprised,37,data/train/fake/walking_and_outside_surprised__t0037__fake.jpg
train,fake,df3_fake.jpg,,data/train/fake/df3_fake.jpg
train,fake,df2_fake.jpg,,data/train/fake/df2_fake.jpg
train,fake,podium_speech_happy,25,data/train/fake/podium_speech_happy__t0025__fake.jpg
train,fake,walking_down_indoor_hall_disgust,18,data/train/fake/walking_down_indoor_hall_disgust__t0018__fake.jpg
train,fake,walking_and_outside_surprised,16,data/train/fake/walking_and_outside_surprised__t0016__fake.jpg
train,fake,talking_angry_couch,44,data/train/fake/talking_angry_couch__t0044__fake.jpg
train,fake,kitchen_pan,15,data/train/fake/kitchen_pan__t0015__fake.jpg
train,fake,outside_talking_pan_laughing,17,data/train/fake/outside_talking_pan_laughing__t0017__fake.jpg
train,fake,walking_down_street_outside_angry,8,data/train/fake/walking_down_street_outside_angry__t0008__fake.jpg
train,fake,podium_speech_happy,4,data/train/fake/podium_speech_happy__t0004__fake.jpg
train,fake,podium_speech_happy,10,data/train/fake/podium_speech_happy__t0010__fake.jpg
train,fake,df13_fake.jpg,,data/train/fake/df13_fake.jpg
train,fake,outside_talking_pan_laughing,3,data/train/fake/outside_talking_pan_laughing__t0003__fake.jpg
train,fake,df12_fake.jpg,,data/train/fake/df12_fake.jpg
train,fake,kitchen_pan,1,data/train/fake/kitchen_pan__t0001__fake.jpg
train,fake,talking_angry_couch,50,data/train/fake/talking_angry_couch__t0050__fake.jpg
train,fake,walking_and_outside_surprised,2,data/train/fake/walking_and_outside_surprised__t0002__fake.jpg
train,fake,outside_talking_still_laughing,7,data/train/fake/outside_talking_still_laughing__t0007__fake.jpg
train,fake,df27_fake.jpg,,data/train/fake/df27_fake.jpg
train,fake,df26_fake.jpg,,data/train/fake/df26_fake.jpg
train,fake,talking_angry_couch,6,data/train/fake/talking_angry_couch__t0006__fake.jpg
train,fake,walking_down_indoor_hall_disgust,20,data/train/fake/walking_down_indoor_hall_disgust__t0020__fake.jpg
train,fake,talking_against_wall,33,data/train/fake/talking_against_wall__t0033__fake.jpg
train,fake,df9_fake.jpg,,data/train/fake/df9_fake.jpg
train,fake,df8_fake.jpg,,data/train/fake/df8_fake.jpg
train,fake,hugging_happy,14,data/train/fake/hugging_happy__t0014__fake.jpg
train,fake,talking_against_wall,27,data/train/fake/talking_against_wall__t0027__fake.jpg
train,fake,walking_down_indoor_hall_disgust,34,data/train/fake/walking_down_indoor_hall_disgust__t0034__fake.jpg
train,fake,talking_angry_couch,12,data/train/fake/talking_angry_couch__t0012__fake.jpg
train,fake,podium_speech_happy,28,data/train/fake/podium_speech_happy__t0028__fake.jpg
train,fake,walking_and_outside_surprised,40,data/train/fake/walking_and_outside_surprised__t0040__fake.jpg
train,fake,outside_talking_still_laughing,13,data/train/fake/outside_talking_still_laughing__t0013__fake.jpg
train,fake,walking_down_street_outside_angry,5,data/train/fake/walking_down_street_outside_angry__t0005__fake.jpg
train,fake,kitchen_pan,18,data/train/fake/kitchen_pan__t0018__fake.jpg
train,fake,talking_against_wall,6,data/train/fake/talking_against_wall__t0006__fake.jpg
train,fake,talking_angry_couch,49,data/train/fake/talking_angry_couch__t0049__fake.jpg
train,fake,hugging_happy,21,data/train/fake/hugging_happy__t0021__fake.jpg
train,fake,df19_fake.jpg,,data/train/fake/df19_fake.jpg
train,fake,df18_fake.jpg,,data/train/fake/df18_fake.jpg
train,fake,walking_down_indoor_hall_disgust,15,data/train/fake/walking_down_indoor_hall_disgust__t0015__fake.jpg
train,fake,talking_angry_couch,33,data/train/fake/talking_angry_couch__t0033__fake.jpg
train,fake,podium_speech_happy,9,data/train/fake/podium_speech_happy__t0009__fake.jpg
